tt,recId,year,month,day,angle
1724954,510,10,9,2,4
1724955,510,10,9,3,4
1724956,510,10,9,4,3
1724957,510,10,9,5,2
1724958,510,10,9,6,2
1724959,510,10,9,7,1
1724960,510,10,9,8,1
1724961,510,10,9,9,0
1724962,510,10,9,10,0
1724963,510,10,9,11,1
1724964,510,10,9,12,1
1724965,510,10,9,13,2
1724966,510,10,9,14,2
1724967,510,10,9,15,3
1724968,510,10,9,16,3
1724969,510,10,9,17,4
1724970,510,10,9,18,5
1724971,510,10,9,19,5
1725663,510,12,8,11,5
1725664,510,12,8,12,5
1725665,510,12,8,13,4
1725666,510,12,8,14,4
1725667,510,12,8,15,3
1725668,510,12,8,16,2
1725669,510,12,8,17,2
1725670,510,12,8,18,1
1725671,510,12,8,19,1
1725672,510,12,8,20,0
1725673,510,12,8,21,0
1725674,510,12,8,22,1
1725675,510,12,8,23,1
1725676,510,12,8,24,2
1725677,510,12,8,25,3
1725678,510,12,8,26,3
1725679,510,12,8,27,4
1725680,510,12,8,28,4
1725681,510,12,8,29,5
1726375,510,14,7,24,5
1726376,510,14,7,25,5
1726377,510,14,7,26,4
1726378,510,14,7,27,3
1726379,510,14,7,28,3
1726380,510,14,7,29,2
1726381,510,14,7,30,2
1726382,510,14,7,31,1
1726383,510,14,8,1,1
1726384,510,14,8,2,0
1726385,510,14,8,3,0
1726386,510,14,8,4,1
1726387,510,14,8,5,2
1726388,510,14,8,6,2
1726389,510,14,8,7,3
1726390,510,14,8,8,3
1726391,510,14,8,9,4
1726392,510,14,8,10,5
1726393,510,14,8,11,5
1727087,510,16,7,5,5
1727088,510,16,7,6,5
1727089,510,16,7,7,4
1727090,510,16,7,8,3
1727091,510,16,7,9,3
1727092,510,16,7,10,2
1727093,510,16,7,11,2
1727094,510,16,7,12,1
1727095,510,16,7,13,0
1727096,510,16,7,14,0
1727097,510,16,7,15,1
1727098,510,16,7,16,1
1727099,510,16,7,17,2
1727100,510,16,7,18,2
1727101,510,16,7,19,3
1727102,510,16,7,20,3
1727103,510,16,7,21,4
1727104,510,16,7,22,5
1727105,510,16,7,23,5
1727798,510,18,6,16,5
1727799,510,18,6,17,5
1727800,510,18,6,18,4
1727801,510,18,6,19,3
1727802,510,18,6,20,3
1727803,510,18,6,21,2
1727804,510,18,6,22,2
1727805,510,18,6,23,1
1727806,510,18,6,24,1
1727807,510,18,6,25,0
1727808,510,18,6,26,0
1727809,510,18,6,27,1
1727810,510,18,6,28,1
1727811,510,18,6,29,2
1727812,510,18,6,30,3
1727813,510,18,7,1,3
1727814,510,18,7,2,4
1727815,510,18,7,3,4
1727816,510,18,7,4,5
1728507,510,20,5,25,5
1728508,510,20,5,26,5
1728509,510,20,5,27,4
1728510,510,20,5,28,4
1728511,510,20,5,29,3
1728512,510,20,5,30,3
1728513,510,20,5,31,2
1728514,510,20,6,1,1
1728515,510,20,6,2,1
1728516,510,20,6,3,1
1728517,510,20,6,4,0
1728518,510,20,6,5,1
